order_id,order_date,product_id,product_name,category,option_size,option_color,quantity,unit_price,line_revenue,customer_id,channel
O25042100078,2025-04-21,P101,데일리 베이직 티셔츠,상의,L,코랄,1,15900,15900,C00595,web
O25042100079,2025-04-21,P101,데일리 베이직 티셔츠,상의,XS,그레이,1,15900,15900,C04613,web
O25042200080,2025-04-22,P101,데일리 베이직 티셔츠,상의,XS,카키,1,15900,15900,C00272,web
O25042200081,2025-04-22,P101,데일리 베이직 티셔츠,상의,S,코랄,1,15900,15900,C02002,web
O25042200082,2025-04-22,P101,데일리 베이직 티셔츠,상의,M,코랄,1,15900,15900,C00557,web
O25042200083,2025-04-22,P101,데일리 베이직 티셔츠,상의,M,카키,1,15900,15900,C04334,web
O25042200084,2025-04-22,P101,데일리 베이직 티셔츠,상의,XS,카키,1,15900,15900,C00849,web
O25042200085,2025-04-22,P101,데일리 베이직 티셔츠,상의,S,코랄,1,15900,15900,C00110,web
O25042200086,2025-04-22,P102,프릴 카라 블라우스,상의,L,카키,1,32000,32000,C01646,web
O25042200087,2025-04-22,P102,프릴 카라 블라우스,상의,M,카키,1,32000,32000,C02829,web
O25042300088,2025-04-23,P101,데일리 베이직 티셔츠,상의,S,코랄,1,15900,15900,C01726,web
O25042300089,2025-04-23,P101,데일리 베이직 티셔츠,상의,M,네이비,1,15900,15900,C02163,web
O25042300090,2025-04-23,P101,데일리 베이직 티셔츠,상의,XL,그레이,1,15900,15900,C00417,web
O25042300091,2025-04-23,P102,프릴 카라 블라우스,상의,M,네이비,1,32000,32000,C02641,web
O25042300092,2025-04-23,P102,프릴 카라 블라우스,상의,S,코랄,1,32000,32000,C04775,web
O25042300093,2025-04-23,P102,프릴 카라 블라우스,상의,XL,카키,1,32000,32000,C03461,web
O25042400094,2025-04-24,P102,프릴 카라 블라우스,상의,S,아이보리,1,32000,32000,C00435,web
O25042400095,2025-04-24,P102,프릴 카라 블라우스,상의,S,네이비,1,32000,32000,C01319,web
O25042500096,2025-04-25,P101,데일리 베이직 티셔츠,상의,M,아이보리,1,15900,15900,C00134,web
O25042500097,2025-04-25,P102,프릴 카라 블라우스,상의,L,네이비,1,32000,32000,C02418,web
O25042500098,2025-04-25,P102,프릴 카라 블라우스,상의,M,카키,1,32000,32000,C00464,web
O25042500099,2025-04-25,P102,프릴 카라 블라우스,상의,S,카키,1,32000,32000,C04603,web
O25042500100,2025-04-25,P102,프릴 카라 블라우스,상의,M,카키,1,32000,32000,C04186,web
O25042600101,2025-04-26,P101,데일리 베이직 티셔츠,상의,M,네이비,1,15900,15900,C04520,web
O25042600102,2025-04-26,P101,데일리 베이직 티셔츠,상의,L,카키,1,15900,15900,C00078,web
O25042600103,2025-04-26,P102,프릴 카라 블라우스,상의,L,아이보리,1,32000,32000,C03175,web
O25042600104,2025-04-26,P102,프릴 카라 블라우스,상의,XL,코랄,1,32000,32000,C00441,web
O25042700105,2025-04-27,P101,데일리 베이직 티셔츠,상의,S,카키,1,15900,15900,C00379,web
O25042700106,2025-04-27,P101,데일리 베이직 티셔츠,상의,XL,카키,1,15900,15900,C00131,web
O25042700107,2025-04-27,P101,데일리 베이직 티셔츠,상의,XS,코랄,1,15900,15900,C00327,web
O25042700108,2025-04-27,P101,데일리 베이직 티셔츠,상의,M,네이비,1,15900,15900,C00843,web
O25042800109,2025-04-28,P101,데일리 베이직 티셔츠,상의,XL,그레이,1,15900,15900,C01267,web
O25042900110,2025-04-29,P101,데일리 베이직 티셔츠,상의,S,네이비,1,15900,15900,C01451,web
O25042900111,2025-04-29,P101,데일리 베이직 티셔츠,상의,L,아이보리,1,15900,15900,C00341,web
O25042900112,2025-04-29,P101,데일리 베이직 티셔츠,상의,L,네이비,1,15900,15900,C00886,web
O25042900113,2025-04-29,P101,데일리 베이직 티셔츠,상의,L,아이보리,1,15900,15900,C01823,web
O25042900114,2025-04-29,P102,프릴 카라 블라우스,상의,XL,네이비,1,32000,32000,C03013,web
O25043000115,2025-04-30,P101,데일리 베이직 티셔츠,상의,L,코랄,1,15900,15900,C01865,web
O25043000116,2025-04-30,P102,프릴 카라 블라우스,상의,M,네이비,1,32000,32000,C01454,web
O25043000117,2025-04-30,P102,프릴 카라 블라우스,상의,S,네이비,1,32000,32000,C04210,web
O25050100118,2025-05-01,P101,데일리 베이직 티셔츠,상의,S,그레이,1,15900,15900,C00569,web
O25050200119,2025-05-02,P101,데일리 베이직 티셔츠,상의,M,코랄,1,15900,15900,C03275,web
O25050200120,2025-05-02,P101,데일리 베이직 티셔츠,상의,XL,코랄,1,15900,15900,C00945,web
O25050200121,2025-05-02,P101,데일리 베이직 티셔츠,상의,M,네이비,1,15900,15900,C02175,web
O25050200122,2025-05-02,P101,데일리 베이직 티셔츠,상의,XS,아이보리,1,15900,15900,C02832,web
O25050200123,2025-05-02,P101,데일리 베이직 티셔츠,상의,M,그레이,1,15900,15900,C04190,web
O25050300124,2025-05-03,P102,프릴 카라 블라우스,상의,L,네이비,1,32000,32000,C00262,web
O25050400125,2025-05-04,P101,데일리 베이직 티셔츠,상의,S,코랄,1,15900,15900,C00447,web
O25050400126,2025-05-04,P101,데일리 베이직 티셔츠,상의,XS,카키,1,15900,15900,C04411,web
O25050400127,2025-05-04,P101,데일리 베이직 티셔츠,상의,S,코랄,1,15900,15900,C02705,web
O25050400128,2025-05-04,P101,데일리 베이직 티셔츠,상의,XL,코랄,1,15900,15900,C01021,web
O25050500129,2025-05-05,P101,데일리 베이직 티셔츠,상의,M,카키,1,15900,15900,C03346,web
O25050500130,2025-05-05,P101,데일리 베이직 티셔츠,상의,M,그레이,1,15900,15900,C04542,web
O25050500131,2025-05-05,P101,데일리 베이직 티셔츠,상의,S,네이비,1,15900,15900,C03106,web
O25050500132,2025-05-05,P102,프릴 카라 블라우스,상의,M,아이보리,1,32000,32000,C00331,web
O25050600133,2025-05-06,P101,데일리 베이직 티셔츠,상의,S,카키,1,15900,15900,C03327,web
O25050600134,2025-05-06,P101,데일리 베이직 티셔츠,상의,XL,아이보리,1,15900,15900,C01722,web
O25050600135,2025-05-06,P101,데일리 베이직 티셔츠,상의,L,카키,1,15900,15900,C02640,web
O25050600136,2025-05-06,P102,프릴 카라 블라우스,상의,L,그레이,1,32000,32000,C04507,web
O25050700137,2025-05-07,P101,데일리 베이직 티셔츠,상의,L,네이비,1,15900,15900,C01391,web
O25050700138,2025-05-07,P101,데일리 베이직 티셔츠,상의,XS,코랄,1,15900,15900,C05186,web
O25050700139,2025-05-07,P102,프릴 카라 블라우스,상의,L,카키,1,32000,32000,C00189,web
O25050800140,2025-05-08,P101,데일리 베이직 티셔츠,상의,XS,네이비,1,15900,15900,C01841,web
O25050800141,2025-05-08,P101,데일리 베이직 티셔츠,상의,S,네이비,1,15900,15900,C00251,web
O25050800142,2025-05-08,P102,프릴 카라 블라우스,상의,M,그레이,1,32000,32000,C03305,web
O25050900143,2025-05-09,P101,데일리 베이직 티셔츠,상의,XL,아이보리,1,15900,15900,C05160,web
O25050900144,2025-05-09,P101,데일리 베이직 티셔츠,상의,XL,네이비,1,15900,15900,C03146,web
O25050900145,2025-05-09,P101,데일리 베이직 티셔츠,상의,L,그레이,1,15900,15900,C00006,web
O25050900146,2025-05-09,P101,데일리 베이직 티셔츠,상의,XS,그레이,1,15900,15900,C00531,web
O25050900147,2025-05-09,P101,데일리 베이직 티셔츠,상의,L,아이보리,1,15900,15900,C00995,web
O25050900148,2025-05-09,P101,데일리 베이직 티셔츠,상의,L,네이비,1,15900,15900,C04352,web
O25051000149,2025-05-10,P101,데일리 베이직 티셔츠,상의,XL,코랄,1,15900,15900,C03626,web
O25051000150,2025-05-10,P101,데일리 베이직 티셔츠,상의,XL,카키,1,15900,15900,C04489,web
O25051000151,2025-05-10,P101,데일리 베이직 티셔츠,상의,L,네이비,1,15900,15900,C03889,web
O25051000152,2025-05-10,P101,데일리 베이직 티셔츠,상의,L,코랄,1,15900,15900,C02272,web
O25051000153,2025-05-10,P101,데일리 베이직 티셔츠,상의,XL,그레이,1,15900,15900,C02250,web
O25051000154,2025-05-10,P101,데일리 베이직 티셔츠,상의,L,아이보리,1,15900,15900,C01921,web
O25051100155,2025-05-11,P101,데일리 베이직 티셔츠,상의,M,카키,1,15900,15900,C00155,web
O25051100156,2025-05-11,P201,코튼 조거 팬츠,하의,XL,카키,1,24000,24000,C02212,web
O25051100157,2025-05-11,P201,코튼 조거 팬츠,하의,XL,아이보리,1,24000,24000,C00421,web
O25051200158,2025-05-12,P101,데일리 베이직 티셔츠,상의,S,네이비,1,15900,15900,C00418,web
O25051200159,2025-05-12,P102,프릴 카라 블라우스,상의,L,코랄,1,32000,32000,C00544,web
O25051200160,2025-05-12,P201,코튼 조거 팬츠,하의,S,코랄,1,24000,24000,C02002,web
O25051200161,2025-05-12,P201,코튼 조거 팬츠,하의,XL,그레이,1,24000,24000,C00732,web
O25051200162,2025-05-12,P201,코튼 조거 팬츠,하의,S,그레이,1,24000,24000,C02244,web
O25051300163,2025-05-13,P101,데일리 베이직 티셔츠,상의,L,그레이,1,15900,15900,C00431,web
O25051300164,2025-05-13,P102,프릴 카라 블라우스,상의,S,아이보리,1,32000,32000,C03651,web
O25051300165,2025-05-13,P201,코튼 조거 팬츠,하의,XL,그레이,1,24000,24000,C04317,web
O25051300166,2025-05-13,P201,코튼 조거 팬츠,하의,S,코랄,1,24000,24000,C02858,web
O25051300167,2025-05-13,P201,코튼 조거 팬츠,하의,M,그레이,1,24000,24000,C02264,web
O25051400168,2025-05-14,P101,데일리 베이직 티셔츠,상의,XL,아이보리,1,15900,15900,C04717,web
O25051400169,2025-05-14,P201,코튼 조거 팬츠,하의,XS,카키,1,24000,24000,C02813,web
O25051500170,2025-05-15,P101,데일리 베이직 티셔츠,상의,XS,코랄,1,15900,15900,C03195,web
O25051500171,2025-05-15,P102,프릴 카라 블라우스,상의,M,아이보리,1,32000,32000,C02630,web
O25051500172,2025-05-15,P102,프릴 카라 블라우스,상의,XL,아이보리,1,32000,32000,C04426,web
O25051500173,2025-05-15,P201,코튼 조거 팬츠,하의,XS,그레이,1,24000,24000,C04643,web
O25051500174,2025-05-15,P201,코튼 조거 팬츠,하의,M,코랄,1,24000,24000,C00009,web
O25051600175,2025-05-16,P101,데일리 베이직 티셔츠,상의,L,카키,1,15900,15900,C04474,web
O25051600176,2025-05-16,P101,데일리 베이직 티셔츠,상의,XL,네이비,1,15900,15900,C02236,web
O25051600177,2025-05-16,P101,데일리 베이직 티셔츠,상의,L,그레이,1,15900,15900,C00345,web
O25051600178,2025-05-16,P101,데일리 베이직 티셔츠,상의,L,네이비,1,15900,15900,C01046,web
O25051600179,2025-05-16,P102,프릴 카라 블라우스,상의,S,카키,1,32000,32000,C03072,web
O25051600180,2025-05-16,P102,프릴 카라 블라우스,상의,XL,그레이,1,32000,32000,C00198,web
O25051600181,2025-05-16,P201,코튼 조거 팬츠,하의,S,그레이,1,24000,24000,C04286,web
O25051700182,2025-05-17,P101,데일리 베이직 티셔츠,상의,XL,아이보리,1,15900,15900,C04849,web
O25051700183,2025-05-17,P101,데일리 베이직 티셔츠,상의,XL,아이보리,1,15900,15900,C00439,web
O25051700184,2025-05-17,P101,데일리 베이직 티셔츠,상의,S,그레이,1,15900,15900,C00267,web
O25051700185,2025-05-17,P101,데일리 베이직 티셔츠,상의,L,코랄,1,15900,15900,C00335,web
O25051700186,2025-05-17,P101,데일리 베이직 티셔츠,상의,M,그레이,1,15900,15900,C03454,web
O25051700187,2025-05-17,P102,프릴 카라 블라우스,상의,S,아이보리,1,32000,32000,C00551,web
O25051700188,2025-05-17,P201,코튼 조거 팬츠,하의,XL,카키,1,24000,24000,C02488,web
O25051700189,2025-05-17,P201,코튼 조거 팬츠,하의,L,코랄,1,24000,24000,C00302,web
O25051700190,2025-05-17,P201,코튼 조거 팬츠,하의,XS,그레이,1,24000,24000,C00290,web
O25051700191,2025-05-17,P201,코튼 조거 팬츠,하의,XL,아이보리,1,24000,24000,C00314,web
O25051800192,2025-05-18,P101,데일리 베이직 티셔츠,상의,XS,그레이,1,15900,15900,C00553,web
O25051800193,2025-05-18,P102,프릴 카라 블라우스,상의,S,네이비,1,32000,32000,C01747,web
O25051900194,2025-05-19,P102,프릴 카라 블라우스,상의,XL,아이보리,1,32000,32000,C00446,web
O25051900195,2025-05-19,P102,프릴 카라 블라우스,상의,S,네이비,1,32000,32000,C00340,web
O25051900196,2025-05-19,P102,프릴 카라 블라우스,상의,S,아이보리,1,32000,32000,C00183,web
O25051900197,2025-05-19,P201,코튼 조거 팬츠,하의,XS,아이보리,1,24000,24000,C02869,web
O25052000198,2025-05-20,P101,데일리 베이직 티셔츠,상의,S,아이보리,1,15900,15900,C00330,web
O25052000199,2025-05-20,P101,데일리 베이직 티셔츠,상의,XS,네이비,1,15900,15900,C00021,web
O25052000200,2025-05-20,P101,데일리 베이직 티셔츠,상의,XL,네이비,1,15900,15900,C00485,web
O25052000201,2025-05-20,P101,데일리 베이직 티셔츠,상의,XS,카키,1,15900,15900,C03810,web
O25052000202,2025-05-20,P101,데일리 베이직 티셔츠,상의,M,코랄,1,15900,15900,C00118,web
O25052000203,2025-05-20,P102,프릴 카라 블라우스,상의,S,카키,1,32000,32000,C02119,web
O25052000204,2025-05-20,P102,프릴 카라 블라우스,상의,XL,그레이,1,32000,32000,C03314,web
O25052000205,2025-05-20,P201,코튼 조거 팬츠,하의,XL,카키,1,24000,24000,C00089,web
O25052000206,2025-05-20,P201,코튼 조거 팬츠,하의,M,네이비,1,24000,24000,C01612,web
O25052000207,2025-05-20,P201,코튼 조거 팬츠,하의,L,카키,1,24000,24000,C02383,web
O25052100208,2025-05-21,P101,데일리 베이직 티셔츠,상의,S,코랄,1,15900,15900,C00027,web
O25052100209,2025-05-21,P101,데일리 베이직 티셔츠,상의,M,카키,1,15900,15900,C03075,web
O25052100210,2025-05-21,P101,데일리 베이직 티셔츠,상의,L,네이비,1,15900,15900,C00249,web
O25052100211,2025-05-21,P102,프릴 카라 블라우스,상의,S,그레이,1,32000,32000,C04382,web
O25052200212,2025-05-22,P201,코튼 조거 팬츠,하의,M,네이비,1,24000,24000,C03165,web
O25052300213,2025-05-23,P101,데일리 베이직 티셔츠,상의,XL,아이보리,1,15900,15900,C04637,web
O25052300214,2025-05-23,P101,데일리 베이직 티셔츠,상의,XS,코랄,1,15900,15900,C03036,web
O25052300215,2025-05-23,P101,데일리 베이직 티셔츠,상의,XS,카키,1,15900,15900,C00104,web
O25052300216,2025-05-23,P102,프릴 카라 블라우스,상의,S,카키,1,32000,32000,C00075,web
O25052300217,2025-05-23,P102,프릴 카라 블라우스,상의,L,카키,1,32000,32000,C00309,web
O25052300218,2025-05-23,P201,코튼 조거 팬츠,하의,XS,코랄,1,24000,24000,C04891,web
O25052400219,2025-05-24,P101,데일리 베이직 티셔츠,상의,L,아이보리,1,15900,15900,C02968,web
O25052400220,2025-05-24,P101,데일리 베이직 티셔츠,상의,L,네이비,1,15900,15900,C04275,web
O25052400221,2025-05-24,P101,데일리 베이직 티셔츠,상의,M,카키,1,15900,15900,C04409,web
O25052400222,2025-05-24,P101,데일리 베이직 티셔츠,상의,L,그레이,1,15900,15900,C04854,web
O25052400223,2025-05-24,P102,프릴 카라 블라우스,상의,L,그레이,1,32000,32000,C00253,web
O25052400224,2025-05-24,P201,코튼 조거 팬츠,하의,XL,그레이,1,24000,24000,C02642,web
O25052500225,2025-05-25,P101,데일리 베이직 티셔츠,상의,S,아이보리,1,15900,15900,C03693,web
O25052500226,2025-05-25,P102,프릴 카라 블라우스,상의,M,네이비,1,32000,32000,C04471,web
O25052500227,2025-05-25,P201,코튼 조거 팬츠,하의,S,네이비,1,24000,24000,C03411,web
O25052500228,2025-05-25,P201,코튼 조거 팬츠,하의,XL,네이비,1,24000,24000,C00702,web
O25052600229,2025-05-26,P101,데일리 베이직 티셔츠,상의,L,카키,1,15900,15900,C03105,web
O25052600230,2025-05-26,P102,프릴 카라 블라우스,상의,M,코랄,1,32000,32000,C03057,web
O25052600231,2025-05-26,P201,코튼 조거 팬츠,하의,L,카키,1,24000,24000,C00448,web
O25052700232,2025-05-27,P101,데일리 베이직 티셔츠,상의,L,코랄,1,15900,15900,C00218,web
O25052700233,2025-05-27,P102,프릴 카라 블라우스,상의,S,카키,1,32000,32000,C01159,web
O25052700234,2025-05-27,P102,프릴 카라 블라우스,상의,S,아이보리,1,32000,32000,C00404,web
O25052700235,2025-05-27,P102,프릴 카라 블라우스,상의,S,코랄,1,32000,32000,C00353,web
O25052700236,2025-05-27,P102,프릴 카라 블라우스,상의,M,그레이,1,32000,32000,C04199,web
O25052800237,2025-05-28,P101,데일리 베이직 티셔츠,상의,M,코랄,1,15900,15900,C04884,web
O25052800238,2025-05-28,P201,코튼 조거 팬츠,하의,M,카키,1,24000,24000,C02930,web
O25052900239,2025-05-29,P101,데일리 베이직 티셔츠,상의,M,카키,1,15900,15900,C00196,web
O25052900240,2025-05-29,P101,데일리 베이직 티셔츠,상의,XS,네이비,1,15900,15900,C04003,web
O25052900241,2025-05-29,P101,데일리 베이직 티셔츠,상의,XL,네이비,1,15900,15900,C04021,web
O25052900242,2025-05-29,P201,코튼 조거 팬츠,하의,L,그레이,1,24000,24000,C03361,web
O25053000243,2025-05-30,P101,데일리 베이직 티셔츠,상의,XS,아이보리,1,15900,15900,C03313,web
O25053000244,2025-05-30,P101,데일리 베이직 티셔츠,상의,S,코랄,1,15900,15900,C03024,web
O25053000245,2025-05-30,P102,프릴 카라 블라우스,상의,L,네이비,1,32000,32000,C00581,web
O25053000246,2025-05-30,P201,코튼 조거 팬츠,하의,XL,아이보리,1,24000,24000,C03449,web
O25053100247,2025-05-31,P101,데일리 베이직 티셔츠,상의,XL,코랄,1,15900,15900,C04509,web
O25053100248,2025-05-31,P101,데일리 베이직 티셔츠,상의,M,코랄,1,15900,15900,C02220,web
O25053100249,2025-05-31,P102,프릴 카라 블라우스,상의,XL,카키,1,32000,32000,C00069,web
O25053100250,2025-05-31,P102,프릴 카라 블라우스,상의,L,아이보리,1,32000,32000,C00595,web
O25060100251,2025-06-01,P101,데일리 베이직 티셔츠,상의,S,아이보리,1,15900,15900,C02585,web
O25060100252,2025-06-01,P102,프릴 카라 블라우스,상의,L,코랄,1,32000,32000,C00241,web
O25060200253,2025-06-02,P201,코튼 조거 팬츠,하의,S,카키,1,24000,24000,C01043,web
O25060200254,2025-06-02,P201,코튼 조거 팬츠,하의,XL,카키,1,24000,24000,C02404,web
O25060200255,2025-06-02,P201,코튼 조거 팬츠,하의,XS,그레이,1,24000,24000,C00007,web
O25060300256,2025-06-03,P101,데일리 베이직 티셔츠,상의,S,네이비,1,15900,15900,C00496,web
O25060300257,2025-06-03,P101,데일리 베이직 티셔츠,상의,M,카키,1,15900,15900,C04298,web
O25060300258,2025-06-03,P102,프릴 카라 블라우스,상의,M,코랄,1,32000,32000,C02690,web
O25060300259,2025-06-03,P201,코튼 조거 팬츠,하의,XL,그레이,1,24000,24000,C00694,web
O25060400260,2025-06-04,P101,데일리 베이직 티셔츠,상의,XS,네이비,1,15900,15900,C02957,web
O25060400261,2025-06-04,P101,데일리 베이직 티셔츠,상의,S,코랄,1,15900,15900,C00547,web
O25060400262,2025-06-04,P102,프릴 카라 블라우스,상의,L,카키,1,32000,32000,C00581,web
O25060500263,2025-06-05,P102,프릴 카라 블라우스,상의,L,그레이,1,32000,32000,C00321,web
O25060500264,2025-06-05,P201,코튼 조거 팬츠,하의,XS,코랄,1,24000,24000,C02381,web
